region,date,metrics,type,value,value1
HX,1988_8,SD,GWRMP,16.2601,16.2601
HX,1988_9,SD,GWRMP,10.2195,10.2195
HX,1989_5,SD,GWRMP,18.7609,18.7609
HX,1989_6,SD,GWRMP,11.0344,11.0344
HX,1989_7,SD,GWRMP,41.1091,41.1091
HX,1989_8,SD,GWRMP,32.0812,32.0812
HX,1989_9,SD,GWRMP,40.1453,40.1453
HX,1990_5,SD,GWRMP,11.374,11.374
HX,1990_6,SD,GWRMP,14.0787,14.0787
HX,1990_7,SD,GWRMP,10.3874,10.3874
HX,1990_8,SD,GWRMP,37.1716,37.1716
HX,1990_9,SD,GWRMP,19.8538,19.8538
HX,1991_5,SD,GWRMP,11.3782,11.3782
HX,1991_6,SD,GWRMP,55.4427,55.4427
HX,1991_7,SD,GWRMP,54.8382,54.8382
HX,1991_8,SD,GWRMP,47.2751,47.2751
HX,1991_9,SD,GWRMP,17.9442,17.9442
HX,1992_5,SD,GWRMP,6.8062,6.8062
HX,1992_6,SD,GWRMP,12.7399,12.7399
HX,1992_7,SD,GWRMP,18.5233,18.5233
HX,1992_8,SD,GWRMP,31.4878,31.4878
HX,1992_9,SD,GWRMP,45.2833,45.2833
HX,1993_5,SD,GWRMP,12.3529,12.3529
HX,1993_6,SD,GWRMP,16.7122,16.7122
HX,1993_7,SD,GWRMP,38.7537,38.7537
HX,1993_8,SD,GWRMP,52.2447,52.2447
HX,1993_9,SD,GWRMP,17.1239,17.1239
HX,1994_5,SD,GWRMP,10.7869,10.7869
HX,1994_6,SD,GWRMP,14.7982,14.7982
HX,1994_7,SD,GWRMP,15.2081,15.2081
HX,1994_8,SD,GWRMP,17.6166,17.6166
HX,1994_9,SD,GWRMP,7.4488,7.4488
HX,1995_5,SD,GWRMP,19.2501,19.2501
HX,1995_6,SD,GWRMP,15.4034,15.4034
HX,1995_7,SD,GWRMP,15.6945,15.6945
HX,1995_8,SD,GWRMP,44.6294,44.6294
HX,1995_9,SD,GWRMP,4.053,4.053
HX,1996_5,SD,GWRMP,10.85,10.85
HX,1996_6,SD,GWRMP,33.489,33.489
HX,1996_7,SD,GWRMP,24.2167,24.2167
HX,1996_8,SD,GWRMP,12.9292,12.9292
HX,1996_9,SD,GWRMP,7.6409,7.6409
HX,1997_5,SD,GWRMP,18.6952,18.6952
HX,1997_6,SD,GWRMP,30.8086,30.8086
HX,1997_7,SD,GWRMP,14.131,14.131
HX,1997_8,SD,GWRMP,20.8704,20.8704
HX,1997_9,SD,GWRMP,3.6649,3.6649
HX,1998_5,SD,GWRMP,7.9358,7.9358
HX,1998_6,SD,GWRMP,18.6206,18.6206
HX,1998_7,SD,GWRMP,45.7841,45.7841
HX,1998_8,SD,GWRMP,10.2189,10.2189
HX,1998_9,SD,GWRMP,36.8281,36.8281
HX,1999_5,SD,GWRMP,9.6287,9.6287
HX,1999_6,SD,GWRMP,124.8404,124.8404
HX,1999_7,SD,GWRMP,13.5747,13.5747
HX,1999_8,SD,GWRMP,23.8354,23.8354
HX,1999_9,SD,GWRMP,9.7304,9.7304
HX,2000_5,SD,GWRMP,28.5913,28.5913
HX,2000_6,SD,GWRMP,24.8066,24.8066
HX,2000_7,SD,GWRMP,22.1328,22.1328
HX,2000_8,SD,GWRMP,24.0281,24.0281
HX,2000_9,SD,GWRMP,9.7047,9.7047
HX,2001_5,SD,GWRMP,12.9609,12.9609
HX,2001_6,SD,GWRMP,51.7114,51.7114
HX,2001_7,SD,GWRMP,30.1716,30.1716
HX,2001_8,SD,GWRMP,20.6419,20.6419
HX,2001_9,SD,GWRMP,6.187,6.187
HX,2002_5,SD,GWRMP,10.908,10.908
HX,2002_6,SD,GWRMP,38.9808,38.9808
HX,2002_7,SD,GWRMP,8.8485,8.8485
HX,2002_8,SD,GWRMP,20.6123,20.6123
HX,2002_9,SD,GWRMP,14.7154,14.7154
HX,2003_5,SD,GWRMP,14.3502,14.3502
HX,2003_6,SD,GWRMP,23.9405,23.9405
HX,2003_7,SD,GWRMP,105.2228,105.2228
HX,2003_8,SD,GWRMP,17.5389,17.5389
HX,2003_9,SD,GWRMP,16.5655,16.5655
HX,2004_5,SD,GWRMP,16.6163,16.6163
HX,2004_6,SD,GWRMP,48.1384,48.1384
HX,2004_7,SD,GWRMP,34.309,34.309
HX,2004_8,SD,GWRMP,12.9282,12.9282
HX,2004_9,SD,GWRMP,14.0057,14.0057
HX,2005_5,SD,GWRMP,8.5448,8.5448
HX,2005_6,SD,GWRMP,10.8941,10.8941
HX,2005_7,SD,GWRMP,43.3236,43.3236
HX,2005_8,SD,GWRMP,15.1817,15.1817
HX,2005_9,SD,GWRMP,8.9178,8.9178
HX,2006_5,SD,GWRMP,15.8737,15.8737
HX,2006_6,SD,GWRMP,24.8675,24.8675
HX,2006_7,SD,GWRMP,23.3128,23.3128
HX,2006_8,SD,GWRMP,30.7356,30.7356
HX,2006_9,SD,GWRMP,14.0525,14.0525
HX,2007_5,SD,GWRMP,5.9417,5.9417
HX,2007_6,SD,GWRMP,10.6632,10.6632
HX,2007_7,SD,GWRMP,97.4093,97.4093
HX,2007_8,SD,GWRMP,9.416,9.416
HX,2007_9,SD,GWRMP,22.0495,22.0495
HX,2008_5,SD,GWRMP,10.5566,10.5566
HX,2008_6,SD,GWRMP,33.5701,33.5701
HX,2008_7,SD,GWRMP,40.2097,40.2097
HX,2008_8,SD,GWRMP,15.087,15.087
HX,2008_9,SD,GWRMP,18.9304,18.9304
HX,2009_5,SD,GWRMP,5.009,5.009
HX,2009_6,SD,GWRMP,18.296,18.296
HX,2009_7,SD,GWRMP,45.8564,45.8564
HX,2009_8,SD,GWRMP,31.8398,31.8398
HX,2009_9,SD,GWRMP,26.1622,26.1622
HX,2010_5,SD,GWRMP,22.0958,22.0958
HX,2010_6,SD,GWRMP,13.2928,13.2928
HX,2010_7,SD,GWRMP,30.5038,30.5038
HX,2010_8,SD,GWRMP,18.1706,18.1706
HX,2010_9,SD,GWRMP,14.6478,14.6478
HX,2011_5,SD,GWRMP,4.4634,4.4634
HX,2011_6,SD,GWRMP,51.4712,51.4712
HX,2011_7,SD,GWRMP,28.1796,28.1796
HX,2011_8,SD,GWRMP,45.6966,45.6966
HX,2011_9,SD,GWRMP,7.8767,7.8767
HX,2012_5,SD,GWRMP,38.6784,38.6784
HX,2012_6,SD,GWRMP,22.5132,22.5132
HX,2012_7,SD,GWRMP,34.4308,34.4308
HX,2012_8,SD,GWRMP,38.9623,38.9623
HX,2012_9,SD,GWRMP,11.9443,11.9443
HX,2013_5,SD,GWRMP,14.4571,14.4571
HX,2013_6,SD,GWRMP,20.6295,20.6295
HX,2013_7,SD,GWRMP,17.9743,17.9743
HX,2013_8,SD,GWRMP,9.9489,9.9489
HX,2013_9,SD,GWRMP,8.4,8.4
HX,2014_5,SD,GWRMP,17.4685,17.4685
HX,2014_6,SD,GWRMP,7.8536,7.8536
HX,2014_7,SD,GWRMP,30.6639,30.6639
HX,2014_8,SD,GWRMP,21.1305,21.1305
HX,2014_9,SD,GWRMP,12.4221,12.4221
HX,2015_5,SD,GWRMP,30.5544,30.5544
HX,2015_6,SD,GWRMP,104.7489,104.7489
HX,2015_7,SD,GWRMP,15.9532,15.9532
HX,2015_8,SD,GWRMP,34.248,34.248
HX,2015_9,SD,GWRMP,15.9857,15.9857
HX,2016_5,SD,GWRMP,16.7291,16.7291
HX,2016_6,SD,GWRMP,57.3691,57.3691
HX,2016_7,SD,GWRMP,46.04,46.04
HX,2016_8,SD,GWRMP,13.8186,13.8186
HX,2016_9,SD,GWRMP,48.9245,48.9245
PDPX,1979_5,SD,GWRMP,3.9423,3.9423
PDPX,1979_6,SD,GWRMP,8.0103,8.0103
PDPX,1979_7,SD,GWRMP,10.9699,10.9699
PDPX,1979_8,SD,GWRMP,17.0568,17.0568
PDPX,1979_9,SD,GWRMP,16.3388,16.3388
PDPX,1980_5,SD,GWRMP,14.4383,14.4383
PDPX,1980_6,SD,GWRMP,21.0093,21.0093
PDPX,1980_7,SD,GWRMP,11.959,11.959
PDPX,1980_8,SD,GWRMP,40.1708,40.1708
PDPX,1980_9,SD,GWRMP,26.8946,26.8946
PDPX,1981_5,SD,GWRMP,12.687,12.687
PDPX,1981_6,SD,GWRMP,23.7925,23.7925
PDPX,1981_7,SD,GWRMP,15.7052,15.7052
PDPX,1981_8,SD,GWRMP,9.2185,9.2185
PDPX,1981_9,SD,GWRMP,6.2088,6.2088
PDPX,1982_5,SD,GWRMP,7.9202,7.9202
PDPX,1982_6,SD,GWRMP,15.6376,15.6376
PDPX,1982_7,SD,GWRMP,31.959,31.959
PDPX,1982_8,SD,GWRMP,13.5544,13.5544
PDPX,1982_9,SD,GWRMP,8.3426,8.3426
PDPX,1983_5,SD,GWRMP,7.2003,7.2003
PDPX,1983_6,SD,GWRMP,23.2561,23.2561
PDPX,1983_7,SD,GWRMP,10.7252,10.7252
PDPX,1983_8,SD,GWRMP,7.0894,7.0894
PDPX,1983_9,SD,GWRMP,57.5933,57.5933
PDPX,1984_5,SD,GWRMP,6.2313,6.2313
PDPX,1984_6,SD,GWRMP,22.9991,22.9991
PDPX,1984_7,SD,GWRMP,31.5848,31.5848
PDPX,1984_8,SD,GWRMP,20.6964,20.6964
PDPX,1984_9,SD,GWRMP,15.4894,15.4894
PDPX,1985_5,SD,GWRMP,21.2693,21.2693
PDPX,1985_6,SD,GWRMP,11.8494,11.8494
PDPX,1985_7,SD,GWRMP,13.8566,13.8566
PDPX,1985_8,SD,GWRMP,9.0042,9.0042
PDPX,1985_9,SD,GWRMP,19.8619,19.8619
PDPX,1986_5,SD,GWRMP,6.3452,6.3452
PDPX,1986_6,SD,GWRMP,45.6444,45.6444
PDPX,1986_7,SD,GWRMP,24.0185,24.0185
PDPX,1986_8,SD,GWRMP,19.6035,19.6035
PDPX,1986_9,SD,GWRMP,27.1029,27.1029
PDPX,1987_5,SD,GWRMP,9.1418,9.1418
PDPX,1987_6,SD,GWRMP,12.8965,12.8965
PDPX,1987_7,SD,GWRMP,26.6375,26.6375
PDPX,1987_8,SD,GWRMP,32.2418,32.2418
PDPX,1987_9,SD,GWRMP,8.4198,8.4198
PDPX,1988_5,SD,GWRMP,7.2932,7.2932
PDPX,1988_6,SD,GWRMP,12.5272,12.5272
PDPX,1988_7,SD,GWRMP,28.8607,28.8607
PDPX,1988_8,SD,GWRMP,9.7705,9.7705
PDPX,1988_9,SD,GWRMP,24.8957,24.8957
PDPX,1989_5,SD,GWRMP,6.0913,6.0913
PDPX,1989_6,SD,GWRMP,7.5405,7.5405
PDPX,1989_7,SD,GWRMP,31.2596,31.2596
PDPX,1989_8,SD,GWRMP,11.421,11.421
PDPX,1989_9,SD,GWRMP,8.1926,8.1926
PDPX,1990_5,SD,GWRMP,6.9822,6.9822
PDPX,1990_6,SD,GWRMP,8.1419,8.1419
PDPX,1990_7,SD,GWRMP,5.2996,5.2996
PDPX,1990_8,SD,GWRMP,16.3028,16.3028
PDPX,1990_9,SD,GWRMP,13.6329,13.6329
PDPX,1991_5,SD,GWRMP,10.848,10.848
PDPX,1991_6,SD,GWRMP,10.941,10.941
PDPX,1991_7,SD,GWRMP,32.9742,32.9742
PDPX,1991_8,SD,GWRMP,35.877,35.877
PDPX,1991_9,SD,GWRMP,15.5588,15.5588
PDPX,1992_5,SD,GWRMP,5.4217,5.4217
PDPX,1992_6,SD,GWRMP,10.9269,10.9269
PDPX,1992_7,SD,GWRMP,4.2901,4.2901
PDPX,1992_8,SD,GWRMP,14.5828,14.5828
PDPX,1992_9,SD,GWRMP,11.6261,11.6261
PDPX,1993_5,SD,GWRMP,11.6439,11.6439
PDPX,1993_6,SD,GWRMP,8.7083,8.7083
PDPX,1993_7,SD,GWRMP,35.5965,35.5965
PDPX,1993_8,SD,GWRMP,62.7226,62.7226
PDPX,1993_9,SD,GWRMP,17.0927,17.0927
PDPX,1994_5,SD,GWRMP,3.5087,3.5087
PDPX,1994_6,SD,GWRMP,30.8065,30.8065
PDPX,1994_7,SD,GWRMP,10.7518,10.7518
PDPX,1994_8,SD,GWRMP,11.0197,11.0197
PDPX,1994_9,SD,GWRMP,6.8418,6.8418
PDPX,1995_5,SD,GWRMP,7.6954,7.6954
PDPX,1995_6,SD,GWRMP,9.673,9.673
PDPX,1995_7,SD,GWRMP,15.5154,15.5154
PDPX,1995_8,SD,GWRMP,11.1921,11.1921
PDPX,1995_9,SD,GWRMP,3.3261,3.3261
PDPX,1996_5,SD,GWRMP,1.7683,1.7683
PDPX,1996_6,SD,GWRMP,16.8172,16.8172
PDPX,1996_7,SD,GWRMP,20.5538,20.5538
PDPX,1996_8,SD,GWRMP,17.6815,17.6815
PDPX,1996_9,SD,GWRMP,3.6643,3.6643
PDPX,1997_5,SD,GWRMP,3.8133,3.8133
PDPX,1997_6,SD,GWRMP,14.3067,14.3067
PDPX,1997_7,SD,GWRMP,48.6397,48.6397
PDPX,1997_8,SD,GWRMP,22.364,22.364
PDPX,1997_9,SD,GWRMP,3.6943,3.6943
PDPX,1998_5,SD,GWRMP,10.3353,10.3353
PDPX,1998_6,SD,GWRMP,5.5703,5.5703
PDPX,1998_7,SD,GWRMP,10.0407,10.0407
PDPX,1998_8,SD,GWRMP,7.987,7.987
PDPX,1998_9,SD,GWRMP,9.8696,9.8696
PDPX,1999_5,SD,GWRMP,4.9099,4.9099
PDPX,1999_6,SD,GWRMP,31.9841,31.9841
PDPX,1999_7,SD,GWRMP,5.7195,5.7195
PDPX,1999_8,SD,GWRMP,14.7358,14.7358
PDPX,1999_9,SD,GWRMP,11.0047,11.0047
PDPX,2000_5,SD,GWRMP,11.4801,11.4801
PDPX,2000_6,SD,GWRMP,6.4222,6.4222
PDPX,2000_7,SD,GWRMP,10.7502,10.7502
PDPX,2000_8,SD,GWRMP,18.2907,18.2907
PDPX,2000_9,SD,GWRMP,10.6191,10.6191
PDPX,2001_5,SD,GWRMP,6.4071,6.4071
PDPX,2001_6,SD,GWRMP,32.4957,32.4957
PDPX,2001_7,SD,GWRMP,19.9714,19.9714
PDPX,2001_8,SD,GWRMP,23.0461,23.0461
PDPX,2001_9,SD,GWRMP,10.1724,10.1724
PDPX,2002_5,SD,GWRMP,5.2372,5.2372
PDPX,2002_6,SD,GWRMP,12.5404,12.5404
PDPX,2002_7,SD,GWRMP,7.8546,7.8546
PDPX,2002_8,SD,GWRMP,22.4921,22.4921
PDPX,2002_9,SD,GWRMP,8.0897,8.0897
PDPX,2003_5,SD,GWRMP,6.9621,6.9621
PDPX,2003_6,SD,GWRMP,11.0228,11.0228
PDPX,2003_7,SD,GWRMP,22.5497,22.5497
PDPX,2003_8,SD,GWRMP,15.4099,15.4099
PDPX,2003_9,SD,GWRMP,10.3718,10.3718
PDPX,2004_5,SD,GWRMP,6.6019,6.6019
PDPX,2004_6,SD,GWRMP,23.9768,23.9768
PDPX,2004_7,SD,GWRMP,19.1426,19.1426
PDPX,2004_8,SD,GWRMP,11.5284,11.5284
PDPX,2004_9,SD,GWRMP,14.6304,14.6304
PDPX,2005_5,SD,GWRMP,8.1702,8.1702
PDPX,2005_6,SD,GWRMP,3.7497,3.7497
PDPX,2005_7,SD,GWRMP,6.7665,6.7665
PDPX,2005_8,SD,GWRMP,27.0391,27.0391
PDPX,2005_9,SD,GWRMP,5.0025,5.0025
PDPX,2006_5,SD,GWRMP,10.708,10.708
PDPX,2006_6,SD,GWRMP,25.5162,25.5162
PDPX,2006_7,SD,GWRMP,30.0974,30.0974
PDPX,2006_8,SD,GWRMP,10.8099,10.8099
PDPX,2006_9,SD,GWRMP,7.8247,7.8247
PDPX,2007_5,SD,GWRMP,7.0745,7.0745
PDPX,2007_6,SD,GWRMP,15.3146,15.3146
PDPX,2007_7,SD,GWRMP,33.9053,33.9053
PDPX,2007_8,SD,GWRMP,18.9941,18.9941
PDPX,2007_9,SD,GWRMP,7.4231,7.4231
PDPX,2008_5,SD,GWRMP,22.47,22.47
PDPX,2008_6,SD,GWRMP,19.3996,19.3996
PDPX,2008_7,SD,GWRMP,9.7548,9.7548
PDPX,2008_8,SD,GWRMP,26.053,26.053
PDPX,2008_9,SD,GWRMP,8.9695,8.9695
PDPX,2009_5,SD,GWRMP,2.8065,2.8065
PDPX,2009_6,SD,GWRMP,15.7514,15.7514
PDPX,2009_7,SD,GWRMP,29.4302,29.4302
PDPX,2009_8,SD,GWRMP,28.3761,28.3761
PDPX,2009_9,SD,GWRMP,8.4908,8.4908
PDPX,2010_5,SD,GWRMP,6.615,6.615
PDPX,2010_6,SD,GWRMP,14.9905,14.9905
PDPX,2010_7,SD,GWRMP,27.76,27.76
PDPX,2010_8,SD,GWRMP,45.3712,45.3712
PDPX,2010_9,SD,GWRMP,17.5381,17.5381
PDPX,2011_5,SD,GWRMP,2.9502,2.9502
PDPX,2011_6,SD,GWRMP,19.7618,19.7618
PDPX,2011_7,SD,GWRMP,18.621,18.621
PDPX,2011_8,SD,GWRMP,24.7635,24.7635
PDPX,2011_9,SD,GWRMP,9.4372,9.4372
PDPX,2012_5,SD,GWRMP,8.349,8.349
PDPX,2012_6,SD,GWRMP,82.3043,82.3043
PDPX,2012_7,SD,GWRMP,12.5745,12.5745
PDPX,2012_8,SD,GWRMP,12.7713,12.7713
PDPX,2012_9,SD,GWRMP,13.4756,13.4756
PDPX,2013_5,SD,GWRMP,8.8568,8.8568
PDPX,2013_6,SD,GWRMP,22.5821,22.5821
PDPX,2013_7,SD,GWRMP,29.9035,29.9035
PDPX,2013_8,SD,GWRMP,10.5632,10.5632
PDPX,2013_9,SD,GWRMP,13.4736,13.4736
PDPX,2014_5,SD,GWRMP,12.8595,12.8595
PDPX,2014_6,SD,GWRMP,14.1173,14.1173
PDPX,2014_7,SD,GWRMP,17.5229,17.5229
PDPX,2014_8,SD,GWRMP,17.5407,17.5407
PDPX,2014_9,SD,GWRMP,16.9182,16.9182
PDPX,2015_5,SD,GWRMP,3.5252,3.5252
PDPX,2015_6,SD,GWRMP,77.6443,77.6443
PDPX,2015_7,SD,GWRMP,21.5399,21.5399
PDPX,2015_8,SD,GWRMP,27.7886,27.7886
PDPX,2015_9,SD,GWRMP,12.2969,12.2969
PDPX,2016_5,SD,GWRMP,10.3341,10.3341
PDPX,2016_6,SD,GWRMP,26.0338,26.0338
PDPX,2016_7,SD,GWRMP,29.6564,29.6564
PDPX,2016_8,SD,GWRMP,8.8254,8.8254
PDPX,2016_9,SD,GWRMP,34.6902,34.6902
WCXY,1979_5,SD,GWRMP,3.7983,3.7983
WCXY,1979_6,SD,GWRMP,22.1114,22.1114
WCXY,1979_7,SD,GWRMP,18.6104,18.6104
WCXY,1979_8,SD,GWRMP,7.4244,7.4244
WCXY,1979_9,SD,GWRMP,14.0132,14.0132
WCXY,1980_5,SD,GWRMP,37.6257,37.6257
WCXY,1980_6,SD,GWRMP,12.2731,12.2731
WCXY,1980_7,SD,GWRMP,20.9118,20.9118
WCXY,1980_8,SD,GWRMP,34.1058,34.1058
WCXY,1980_9,SD,GWRMP,6.4062,6.4062
WCXY,1981_5,SD,GWRMP,16.3308,16.3308
WCXY,1981_6,SD,GWRMP,14.8069,14.8069
WCXY,1981_7,SD,GWRMP,17.7222,17.7222
WCXY,1981_8,SD,GWRMP,14.0366,14.0366
WCXY,1981_9,SD,GWRMP,4.9282,4.9282
WCXY,1982_5,SD,GWRMP,5.8834,5.8834
WCXY,1982_6,SD,GWRMP,17.7688,17.7688
WCXY,1982_7,SD,GWRMP,13.8235,13.8235
WCXY,1982_8,SD,GWRMP,12.592,12.592
WCXY,1982_9,SD,GWRMP,5.9322,5.9322
WCXY,1983_5,SD,GWRMP,10.1506,10.1506
WCXY,1983_6,SD,GWRMP,11.4137,11.4137
WCXY,1983_7,SD,GWRMP,24.0273,24.0273
WCXY,1983_8,SD,GWRMP,6.8591,6.8591
WCXY,1983_9,SD,GWRMP,14.7576,14.7576
WCXY,1984_5,SD,GWRMP,9.4689,9.4689
WCXY,1984_6,SD,GWRMP,21.2648,21.2648
WCXY,1984_7,SD,GWRMP,21.46,21.46
WCXY,1984_8,SD,GWRMP,10.392,10.392
WCXY,1984_9,SD,GWRMP,19.7921,19.7921
WCXY,1985_5,SD,GWRMP,9.3066,9.3066
WCXY,1985_6,SD,GWRMP,10.3445,10.3445
WCXY,1985_7,SD,GWRMP,14.0784,14.0784
WCXY,1985_8,SD,GWRMP,10.0174,10.0174
WCXY,1985_9,SD,GWRMP,30.2328,30.2328
WCXY,1986_5,SD,GWRMP,6.6689,6.6689
WCXY,1986_6,SD,GWRMP,23.4013,23.4013
WCXY,1986_7,SD,GWRMP,36.4016,36.4016
WCXY,1986_8,SD,GWRMP,18.3376,18.3376
WCXY,1986_9,SD,GWRMP,7.8645,7.8645
WCXY,1987_5,SD,GWRMP,7.5776,7.5776
WCXY,1987_6,SD,GWRMP,10.0043,10.0043
WCXY,1987_7,SD,GWRMP,25.1645,25.1645
WCXY,1987_8,SD,GWRMP,28.6816,28.6816
WCXY,1987_9,SD,GWRMP,10.0687,10.0687
WCXY,1988_5,SD,GWRMP,9.0498,9.0498
WCXY,1988_6,SD,GWRMP,12.1362,12.1362
WCXY,1988_7,SD,GWRMP,13.6466,13.6466
WCXY,1988_8,SD,GWRMP,14.1995,14.1995
WCXY,1988_9,SD,GWRMP,8.687,8.687
WCXY,1989_5,SD,GWRMP,11.6928,11.6928
WCXY,1989_6,SD,GWRMP,16.7036,16.7036
WCXY,1989_7,SD,GWRMP,29.5849,29.5849
WCXY,1989_8,SD,GWRMP,7.9588,7.9588
WCXY,1989_9,SD,GWRMP,11.657,11.657
WCXY,1990_5,SD,GWRMP,1.4239,1.4239
WCXY,1990_6,SD,GWRMP,11.2388,11.2388
WCXY,1990_7,SD,GWRMP,12.9802,12.9802
WCXY,1990_8,SD,GWRMP,24.8072,24.8072
WCXY,1990_9,SD,GWRMP,19.4558,19.4558
WCXY,1991_5,SD,GWRMP,6.3477,6.3477
WCXY,1991_6,SD,GWRMP,40.7182,40.7182
WCXY,1991_7,SD,GWRMP,34.2341,34.2341
WCXY,1991_8,SD,GWRMP,12.7559,12.7559
WCXY,1991_9,SD,GWRMP,15.5887,15.5887
WCXY,1992_5,SD,GWRMP,6.5495,6.5495
WCXY,1992_6,SD,GWRMP,6.72,6.72
WCXY,1992_7,SD,GWRMP,20.3081,20.3081
WCXY,1992_8,SD,GWRMP,12.6279,12.6279
WCXY,1992_9,SD,GWRMP,7.8276,7.8276
WCXY,1993_5,SD,GWRMP,4.1796,4.1796
WCXY,1993_6,SD,GWRMP,5.9908,5.9908
WCXY,1993_7,SD,GWRMP,20.1847,20.1847
WCXY,1993_8,SD,GWRMP,38.4998,38.4998
WCXY,1993_9,SD,GWRMP,12.0589,12.0589
WCXY,1994_5,SD,GWRMP,6.3935,6.3935
WCXY,1994_6,SD,GWRMP,10.7335,10.7335
WCXY,1994_7,SD,GWRMP,15.9696,15.9696
WCXY,1994_8,SD,GWRMP,7.162,7.162
WCXY,1994_9,SD,GWRMP,3.7579,3.7579
WCXY,1995_5,SD,GWRMP,9.9048,9.9048
WCXY,1995_6,SD,GWRMP,18.5774,18.5774
WCXY,1995_7,SD,GWRMP,12.2282,12.2282
WCXY,1995_8,SD,GWRMP,18.2911,18.2911
WCXY,1995_9,SD,GWRMP,1.491,1.491
WCXY,1996_5,SD,GWRMP,6.8065,6.8065
WCXY,1996_6,SD,GWRMP,6.7321,6.7321
WCXY,1996_7,SD,GWRMP,25.0947,25.0947
WCXY,1996_8,SD,GWRMP,7.074,7.074
WCXY,1996_9,SD,GWRMP,8.8444,8.8444
WCXY,1997_5,SD,GWRMP,14.5319,14.5319
WCXY,1997_6,SD,GWRMP,17.4988,17.4988
WCXY,1997_7,SD,GWRMP,5.7778,5.7778
WCXY,1997_8,SD,GWRMP,26.8564,26.8564
WCXY,1997_9,SD,GWRMP,3.9096,3.9096
WCXY,1998_5,SD,GWRMP,11.0334,11.0334
WCXY,1998_6,SD,GWRMP,15.9895,15.9895
