region,date,metrics,type,value
HX,2007_9,SF,GWRMP,5607.9156
HX,2008_5,SF,GWRMP,5592.556
HX,2008_6,SF,GWRMP,5650.3959
HX,2008_7,SF,GWRMP,5652.646
HX,2008_8,SF,GWRMP,5607.1925
HX,2008_9,SF,GWRMP,5562.2313
HX,2009_5,SF,GWRMP,5565.9229
HX,2009_6,SF,GWRMP,5671.8741
HX,2009_7,SF,GWRMP,5747.2486
HX,2009_8,SF,GWRMP,5620.8403
HX,2009_9,SF,GWRMP,5580.8217
HX,2010_5,SF,GWRMP,5574.643
HX,2010_6,SF,GWRMP,5563.1697
HX,2010_7,SF,GWRMP,5717.0437
HX,2010_8,SF,GWRMP,5584.9133
HX,2010_9,SF,GWRMP,5599.5015
HX,2011_5,SF,GWRMP,5554.7861
HX,2011_6,SF,GWRMP,5740.515
HX,2011_7,SF,GWRMP,5662.3661
HX,2011_8,SF,GWRMP,5748.4392
HX,2011_9,SF,GWRMP,5542.4833
HX,2012_5,SF,GWRMP,5587.9169
HX,2012_6,SF,GWRMP,5563.7922
HX,2012_7,SF,GWRMP,5639.6346
HX,2012_8,SF,GWRMP,5676.7704
HX,2012_9,SF,GWRMP,5577.0409
HX,2013_5,SF,GWRMP,5611.3953
HX,2013_6,SF,GWRMP,5639.0857
HX,2013_7,SF,GWRMP,5625.7005
HX,2013_8,SF,GWRMP,5586.9619
HX,2013_9,SF,GWRMP,5575.836
HX,2014_5,SF,GWRMP,5572.7234
HX,2014_6,SF,GWRMP,5612.407
HX,2014_7,SF,GWRMP,5707.0264
HX,2014_8,SF,GWRMP,5659.6103
HX,2014_9,SF,GWRMP,5577.4269
HX,2015_5,SF,GWRMP,5619.9804
HX,2015_6,SF,GWRMP,5873.0351
HX,2015_7,SF,GWRMP,5638.0925
HX,2015_8,SF,GWRMP,5616.9769
HX,2015_9,SF,GWRMP,5598.7053
HX,2016_5,SF,GWRMP,5665.793
HX,2016_6,SF,GWRMP,5727.0583
HX,2016_7,SF,GWRMP,5762.1876
HX,2016_8,SF,GWRMP,5566.8679
HX,2016_9,SF,GWRMP,5746.8236
PDPX,1979_5,SF,GWRMP,6166.1782
PDPX,1979_6,SF,GWRMP,6202.3002
PDPX,1979_7,SF,GWRMP,6205.6599
PDPX,1979_8,SF,GWRMP,6188.8041
PDPX,1979_9,SF,GWRMP,6175.351
PDPX,1980_5,SF,GWRMP,6181.3143
PDPX,1980_6,SF,GWRMP,6231.7263
PDPX,1980_7,SF,GWRMP,6224.1391
PDPX,1980_8,SF,GWRMP,6366.0515
PDPX,1980_9,SF,GWRMP,6202.6461
PDPX,1981_5,SF,GWRMP,6170.6568
PDPX,1981_6,SF,GWRMP,6217.2036
PDPX,1981_7,SF,GWRMP,6225.8102
PDPX,1981_8,SF,GWRMP,6181.2525
PDPX,1981_9,SF,GWRMP,6181.4519
PDPX,1982_5,SF,GWRMP,6174.9075
PDPX,1982_6,SF,GWRMP,6188.065
PDPX,1982_7,SF,GWRMP,6316.323
PDPX,1982_8,SF,GWRMP,6202.1627
PDPX,1982_9,SF,GWRMP,6161.9408
PDPX,1983_5,SF,GWRMP,6236.3294
PDPX,1983_6,SF,GWRMP,6315.1643
PDPX,1983_7,SF,GWRMP,6181.9964
PDPX,1983_8,SF,GWRMP,6167.3034
PDPX,1983_9,SF,GWRMP,6331.8596
PDPX,1984_5,SF,GWRMP,6199.63
PDPX,1984_6,SF,GWRMP,6223.1553
PDPX,1984_7,SF,GWRMP,6200.2589
PDPX,1984_8,SF,GWRMP,6175.8413
PDPX,1984_9,SF,GWRMP,6178.8951
PDPX,1985_5,SF,GWRMP,6222.0726
PDPX,1985_6,SF,GWRMP,6210.0048
PDPX,1985_7,SF,GWRMP,6280.63
PDPX,1985_8,SF,GWRMP,6234.477
PDPX,1985_9,SF,GWRMP,6260.0073
PDPX,1986_5,SF,GWRMP,6173.6202
PDPX,1986_6,SF,GWRMP,6299.7765
PDPX,1986_7,SF,GWRMP,6240.8641
PDPX,1986_8,SF,GWRMP,6193.7201
PDPX,1986_9,SF,GWRMP,6235.53
PDPX,1987_5,SF,GWRMP,6201.4458
PDPX,1987_6,SF,GWRMP,6188.9867
PDPX,1987_7,SF,GWRMP,6335.3525
PDPX,1987_8,SF,GWRMP,6247.2953
PDPX,1987_9,SF,GWRMP,6198.749
PDPX,1988_5,SF,GWRMP,6197.2749
PDPX,1988_6,SF,GWRMP,6194.603
PDPX,1988_7,SF,GWRMP,6214.2144
PDPX,1988_8,SF,GWRMP,6202.5185
PDPX,1988_9,SF,GWRMP,6208.1923
PDPX,1989_5,SF,GWRMP,6185.299
PDPX,1989_6,SF,GWRMP,6205.1257
PDPX,1989_7,SF,GWRMP,6295.4793
PDPX,1989_8,SF,GWRMP,6255.8669
PDPX,1989_9,SF,GWRMP,6216.1661
PDPX,1990_5,SF,GWRMP,6188.732
PDPX,1990_6,SF,GWRMP,6220.382
PDPX,1990_7,SF,GWRMP,6145.731
PDPX,1990_8,SF,GWRMP,6290.2274
PDPX,1990_9,SF,GWRMP,6239.7735
PDPX,1991_5,SF,GWRMP,6185.109
PDPX,1991_6,SF,GWRMP,6335.1361
PDPX,1991_7,SF,GWRMP,6277.5674
PDPX,1991_8,SF,GWRMP,6228.869
PDPX,1991_9,SF,GWRMP,6228.3427
PDPX,1992_5,SF,GWRMP,6171.8947
PDPX,1992_6,SF,GWRMP,6191.1029
PDPX,1992_7,SF,GWRMP,6146.7419
PDPX,1992_8,SF,GWRMP,6258.5084
PDPX,1992_9,SF,GWRMP,6205.2508
PDPX,1993_5,SF,GWRMP,6188.6836
PDPX,1993_6,SF,GWRMP,6244.641
PDPX,1993_7,SF,GWRMP,6293.6208
PDPX,1993_8,SF,GWRMP,6312.0072
PDPX,1993_9,SF,GWRMP,6234.5399
PDPX,1994_5,SF,GWRMP,6170.6599
PDPX,1994_6,SF,GWRMP,6261.1569
PDPX,1994_7,SF,GWRMP,6138.0119
PDPX,1994_8,SF,GWRMP,6221.7972
PDPX,1994_9,SF,GWRMP,6142.9727
PDPX,1995_5,SF,GWRMP,6241.6181
PDPX,1995_6,SF,GWRMP,6252.0257
PDPX,1995_7,SF,GWRMP,6259.3867
PDPX,1995_8,SF,GWRMP,6219.1716
PDPX,1995_9,SF,GWRMP,6132.9794
PDPX,1996_5,SF,GWRMP,6139.4014
PDPX,1996_6,SF,GWRMP,6286.0075
PDPX,1996_7,SF,GWRMP,6278.5678
PDPX,1996_8,SF,GWRMP,6196.0599
PDPX,1996_9,SF,GWRMP,6136.7825
PDPX,1997_5,SF,GWRMP,6177.8519
PDPX,1997_6,SF,GWRMP,6203.2845
PDPX,1997_7,SF,GWRMP,6269.1614
PDPX,1997_8,SF,GWRMP,6313.6227
PDPX,1997_9,SF,GWRMP,6146.5877
PDPX,1998_5,SF,GWRMP,6183.473
PDPX,1998_6,SF,GWRMP,6234.0951
PDPX,1998_7,SF,GWRMP,6237.0059
PDPX,1998_8,SF,GWRMP,6187.1684
PDPX,1998_9,SF,GWRMP,6201.0565
PDPX,1999_5,SF,GWRMP,6192.0716
PDPX,1999_6,SF,GWRMP,6534.4356
PDPX,1999_7,SF,GWRMP,6191.3731
PDPX,1999_8,SF,GWRMP,6324.18
PDPX,1999_9,SF,GWRMP,6193.4948
PDPX,2000_5,SF,GWRMP,6205.1487
PDPX,2000_6,SF,GWRMP,6226.662
PDPX,2000_7,SF,GWRMP,6179.4822
PDPX,2000_8,SF,GWRMP,6232.8965
PDPX,2000_9,SF,GWRMP,6175.2571
PDPX,2001_5,SF,GWRMP,6158.7257
PDPX,2001_6,SF,GWRMP,6353.5471
PDPX,2001_7,SF,GWRMP,6179.7594
PDPX,2001_8,SF,GWRMP,6329.3904
PDPX,2001_9,SF,GWRMP,6145.1988
PDPX,2002_5,SF,GWRMP,6259.6748
PDPX,2002_6,SF,GWRMP,6226.5244
PDPX,2002_7,SF,GWRMP,6216.4539
PDPX,2002_8,SF,GWRMP,6258.3927
PDPX,2002_9,SF,GWRMP,6159.4498
PDPX,2003_5,SF,GWRMP,6153.0709
PDPX,2003_6,SF,GWRMP,6180.5274
PDPX,2003_7,SF,GWRMP,6182.9751
PDPX,2003_8,SF,GWRMP,6180.913
PDPX,2003_9,SF,GWRMP,6147.9453
PDPX,2004_5,SF,GWRMP,6212.1038
PDPX,2004_6,SF,GWRMP,6211.6031
PDPX,2004_7,SF,GWRMP,6178.4324
PDPX,2004_8,SF,GWRMP,6189.0028
PDPX,2004_9,SF,GWRMP,6201.9401
PDPX,2005_5,SF,GWRMP,6186.5388
PDPX,2005_6,SF,GWRMP,6144.5818
PDPX,2005_7,SF,GWRMP,6216.6323
PDPX,2005_8,SF,GWRMP,6287.6868
PDPX,2005_9,SF,GWRMP,6202.673
PDPX,2006_5,SF,GWRMP,6207.5555
PDPX,2006_6,SF,GWRMP,6201.5989
PDPX,2006_7,SF,GWRMP,6264.3199
PDPX,2006_8,SF,GWRMP,6145.6114
PDPX,2006_9,SF,GWRMP,6183.3099
PDPX,2007_5,SF,GWRMP,6153.0479
PDPX,2007_6,SF,GWRMP,6223.208
PDPX,2007_7,SF,GWRMP,6236.4561
PDPX,2007_8,SF,GWRMP,6226.6653
PDPX,2007_9,SF,GWRMP,6230.7211
PDPX,2008_5,SF,GWRMP,6205.276
PDPX,2008_6,SF,GWRMP,6327.3574
PDPX,2008_7,SF,GWRMP,6191.213
PDPX,2008_8,SF,GWRMP,6233.8456
PDPX,2008_9,SF,GWRMP,6200.6381
PDPX,2009_5,SF,GWRMP,6157.8211
PDPX,2009_6,SF,GWRMP,6228.0659
PDPX,2009_7,SF,GWRMP,6266.5032
PDPX,2009_8,SF,GWRMP,6284.9285
PDPX,2009_9,SF,GWRMP,6193.5338
PDPX,2010_5,SF,GWRMP,6177.2091
PDPX,2010_6,SF,GWRMP,6195.8822
PDPX,2010_7,SF,GWRMP,6250.2588
PDPX,2010_8,SF,GWRMP,6210.859
PDPX,2010_9,SF,GWRMP,6205.5227
PDPX,2011_5,SF,GWRMP,6144.0163
PDPX,2011_6,SF,GWRMP,6339.7324
PDPX,2011_7,SF,GWRMP,6174.7267
PDPX,2011_8,SF,GWRMP,6281.336
PDPX,2011_9,SF,GWRMP,6146.3634
PDPX,2012_5,SF,GWRMP,6200.5233
PDPX,2012_6,SF,GWRMP,6255.4865
PDPX,2012_7,SF,GWRMP,6203.4775
PDPX,2012_8,SF,GWRMP,6234.2183
PDPX,2012_9,SF,GWRMP,6186.3707
PDPX,2013_5,SF,GWRMP,6192.3292
PDPX,2013_6,SF,GWRMP,6247.0603
PDPX,2013_7,SF,GWRMP,6169.1237
PDPX,2013_8,SF,GWRMP,6172.3921
PDPX,2013_9,SF,GWRMP,6167.4881
PDPX,2014_5,SF,GWRMP,6176.6348
PDPX,2014_6,SF,GWRMP,6252.5371
PDPX,2014_7,SF,GWRMP,6269.4995
PDPX,2014_8,SF,GWRMP,6293.8755
PDPX,2014_9,SF,GWRMP,6213.8403
PDPX,2015_5,SF,GWRMP,6198.3898
PDPX,2015_6,SF,GWRMP,6396.673
PDPX,2015_7,SF,GWRMP,6229.3238
PDPX,2015_8,SF,GWRMP,6263.5987
PDPX,2015_9,SF,GWRMP,6215.0619
PDPX,2016_5,SF,GWRMP,6244.8804
PDPX,2016_6,SF,GWRMP,6317.0764
PDPX,2016_7,SF,GWRMP,6226.7004
PDPX,2016_8,SF,GWRMP,6162.7605
PDPX,2016_9,SF,GWRMP,6290.3089
WCXY,1979_5,SF,GWRMP,6373.8984
WCXY,1979_6,SF,GWRMP,6460.7236
WCXY,1979_7,SF,GWRMP,6413.372
WCXY,1979_8,SF,GWRMP,6376.4461
WCXY,1979_9,SF,GWRMP,6400.819
WCXY,1980_5,SF,GWRMP,6395.3165
WCXY,1980_6,SF,GWRMP,6454.8178
WCXY,1980_7,SF,GWRMP,6486.9785
WCXY,1980_8,SF,GWRMP,6517.6192
WCXY,1980_9,SF,GWRMP,6393.2052
WCXY,1981_5,SF,GWRMP,6376.8596
WCXY,1981_6,SF,GWRMP,6439.9136
WCXY,1981_7,SF,GWRMP,6456.1926
WCXY,1981_8,SF,GWRMP,6379.8656
WCXY,1981_9,SF,GWRMP,6368.0011
WCXY,1982_5,SF,GWRMP,6353.04
WCXY,1982_6,SF,GWRMP,6392.6263
WCXY,1982_7,SF,GWRMP,6521.1928
WCXY,1982_8,SF,GWRMP,6389.0642
WCXY,1982_9,SF,GWRMP,6353.7364
WCXY,1983_5,SF,GWRMP,6405.552
WCXY,1983_6,SF,GWRMP,6482.2988
WCXY,1983_7,SF,GWRMP,6441.8914
WCXY,1983_8,SF,GWRMP,6346.6233
WCXY,1983_9,SF,GWRMP,6431.5634
WCXY,1984_5,SF,GWRMP,6392.5222
WCXY,1984_6,SF,GWRMP,6489.4757
WCXY,1984_7,SF,GWRMP,6414.2391
WCXY,1984_8,SF,GWRMP,6418.8383
WCXY,1984_9,SF,GWRMP,6453.5035
WCXY,1985_5,SF,GWRMP,6447.9007
WCXY,1985_6,SF,GWRMP,6446.8806
WCXY,1985_7,SF,GWRMP,6453.3123
WCXY,1985_8,SF,GWRMP,6384.0308
WCXY,1985_9,SF,GWRMP,6412.2205
WCXY,1986_5,SF,GWRMP,6363.6771
WCXY,1986_6,SF,GWRMP,6500.3516
WCXY,1986_7,SF,GWRMP,6462.0328
WCXY,1986_8,SF,GWRMP,6385.0731
WCXY,1986_9,SF,GWRMP,6358.7137
WCXY,1987_5,SF,GWRMP,6390.64
WCXY,1987_6,SF,GWRMP,6404.3898
WCXY,1987_7,SF,GWRMP,6593.9893
WCXY,1987_8,SF,GWRMP,6493.044
WCXY,1987_9,SF,GWRMP,6370.7806
WCXY,1988_5,SF,GWRMP,6431.216
WCXY,1988_6,SF,GWRMP,6415.1895
WCXY,1988_7,SF,GWRMP,6470.2965
WCXY,1988_8,SF,GWRMP,6366.2884
WCXY,1988_9,SF,GWRMP,6413.5658
WCXY,1989_5,SF,GWRMP,6386.2351
WCXY,1989_6,SF,GWRMP,6418.9302
WCXY,1989_7,SF,GWRMP,6461.3542
WCXY,1989_8,SF,GWRMP,6466.7337
WCXY,1989_9,SF,GWRMP,6413.2237
WCXY,1990_5,SF,GWRMP,6380.0112
WCXY,1990_6,SF,GWRMP,6436.384
WCXY,1990_7,SF,GWRMP,6376.641
WCXY,1990_8,SF,GWRMP,6470.7097
WCXY,1990_9,SF,GWRMP,6418.0273
WCXY,1991_5,SF,GWRMP,6390.2835
WCXY,1991_6,SF,GWRMP,6597.3104
WCXY,1991_7,SF,GWRMP,6611.2152
WCXY,1991_8,SF,GWRMP,6421.2398
WCXY,1991_9,SF,GWRMP,6409.4567
WCXY,1992_5,SF,GWRMP,6365.0506
WCXY,1992_6,SF,GWRMP,6399.8688
WCXY,1992_7,SF,GWRMP,6374.3559
WCXY,1992_8,SF,GWRMP,6473.6509
WCXY,1992_9,SF,GWRMP,6388.8726
WCXY,1993_5,SF,GWRMP,6392.5324
WCXY,1993_6,SF,GWRMP,6456.5213
WCXY,1993_7,SF,GWRMP,6413.0588
WCXY,1993_8,SF,GWRMP,6520.1864
WCXY,1993_9,SF,GWRMP,6407.8944
WCXY,1994_5,SF,GWRMP,6390.8648
WCXY,1994_6,SF,GWRMP,6437.8972
WCXY,1994_7,SF,GWRMP,6352.7594
WCXY,1994_8,SF,GWRMP,6408.9902
WCXY,1994_9,SF,GWRMP,6342.7932
WCXY,1995_5,SF,GWRMP,6425.0431
WCXY,1995_6,SF,GWRMP,6471.6974
WCXY,1995_7,SF,GWRMP,6440.884
WCXY,1995_8,SF,GWRMP,6398.0142
WCXY,1995_9,SF,GWRMP,6330.124
WCXY,1996_5,SF,GWRMP,6358.9241
WCXY,1996_6,SF,GWRMP,6483.8201
WCXY,1996_7,SF,GWRMP,6506.8526
WCXY,1996_8,SF,GWRMP,6399.4562
WCXY,1996_9,SF,GWRMP,6349.9064
WCXY,1997_5,SF,GWRMP,6406.8909
WCXY,1997_6,SF,GWRMP,6397.4654
WCXY,1997_7,SF,GWRMP,6402.5001
WCXY,1997_8,SF,GWRMP,6444.0127
WCXY,1997_9,SF,GWRMP,6335.8846
WCXY,1998_5,SF,GWRMP,6383.7781
WCXY,1998_6,SF,GWRMP,6461.8787
WCXY,1998_7,SF,GWRMP,6457.063
WCXY,1998_8,SF,GWRMP,6384.4071
WCXY,1998_9,SF,GWRMP,6409.2499
WCXY,1999_5,SF,GWRMP,6391.4551
WCXY,1999_6,SF,GWRMP,6641.6299
WCXY,1999_7,SF,GWRMP,6415.2128
WCXY,1999_8,SF,GWRMP,6561.3295
WCXY,1999_9,SF,GWRMP,6372.0166
WCXY,2000_5,SF,GWRMP,6421.3195
WCXY,2000_6,SF,GWRMP,6473.4628
WCXY,2000_7,SF,GWRMP,6390.7527
WCXY,2000_8,SF,GWRMP,6412.1652
WCXY,2000_9,SF,GWRMP,6358.8184
WCXY,2001_5,SF,GWRMP,6351.3344
WCXY,2001_6,SF,GWRMP,6535.8288
WCXY,2001_7,SF,GWRMP,6439.9748
WCXY,2001_8,SF,GWRMP,6475.2258
WCXY,2001_9,SF,GWRMP,6334.262
WCXY,2002_5,SF,GWRMP,6473.5959
WCXY,2002_6,SF,GWRMP,6496.1123
WCXY,2002_7,SF,GWRMP,6393.1126
WCXY,2002_8,SF,GWRMP,6414.5833
WCXY,2002_9,SF,GWRMP,6362.3048
WCXY,2003_5,SF,GWRMP,6349.5163
WCXY,2003_6,SF,GWRMP,6419.4316
WCXY,2003_7,SF,GWRMP,6555.2766
WCXY,2003_8,SF,GWRMP,6376.1196
WCXY,2003_9,SF,GWRMP,6359.3945
WCXY,2004_5,SF,GWRMP,6412.2468
WCXY,2004_6,SF,GWRMP,6494.1616
WCXY,2004_7,SF,GWRMP,6426.1377
WCXY,2004_8,SF,GWRMP,6363.8027
WCXY,2004_9,SF,GWRMP,6350.3769
WCXY,2005_5,SF,GWRMP,6370.0043
WCXY,2005_6,SF,GWRMP,6372.6314
WCXY,2005_7,SF,GWRMP,6433.1288
WCXY,2005_8,SF,GWRMP,6446.5071
WCXY,2005_9,SF,GWRMP,6395.3817
WCXY,2006_5,SF,GWRMP,6399.899
WCXY,2006_6,SF,GWRMP,6386.6195
WCXY,2006_7,SF,GWRMP,6521.3797
WCXY,2006_8,SF,GWRMP,6364.1621
WCXY,2006_9,SF,GWRMP,6385.1665
WCXY,2007_5,SF,GWRMP,6365.5028
WCXY,2007_6,SF,GWRMP,6384.5957
WCXY,2007_7,SF,GWRMP,6551.2613
WCXY,2007_8,SF,GWRMP,6413.0914
WCXY,2007_9,SF,GWRMP,6413.9965
WCXY,2008_5,SF,GWRMP,6409.6916
WCXY,2008_6,SF,GWRMP,6489.5056
WCXY,2008_7,SF,GWRMP,6435.9381
WCXY,2008_8,SF,GWRMP,6421.0482
WCXY,2008_9,SF,GWRMP,6375.3307
WCXY,2009_5,SF,GWRMP,6363.9056
WCXY,2009_6,SF,GWRMP,6491.9076
WCXY,2009_7,SF,GWRMP,6535.3289
WCXY,2009_8,SF,GWRMP,6423.1147
WCXY,2009_9,SF,GWRMP,6387.0424
WCXY,2010_5,SF,GWRMP,6368.3126
WCXY,2010_6,SF,GWRMP,6356.4979
WCXY,2010_7,SF,GWRMP,6497.4006
WCXY,2010_8,SF,GWRMP,6413.4496
WCXY,2010_9,SF,GWRMP,6397.7446
WCXY,2011_5,SF,GWRMP,6356.9967
WCXY,2011_6,SF,GWRMP,6561.4743
WCXY,2011_7,SF,GWRMP,6481.5373
WCXY,2011_8,SF,GWRMP,6586.6128
WCXY,2011_9,SF,GWRMP,6338.0727
WCXY,2012_5,SF,GWRMP,6379.6276
WCXY,2012_6,SF,GWRMP,6369.8988
WCXY,2012_7,SF,GWRMP,6453.0808
WCXY,2012_8,SF,GWRMP,6472.4314
WCXY,2012_9,SF,GWRMP,6372.9128
WCXY,2013_5,SF,GWRMP,6413.519
WCXY,2013_6,SF,GWRMP,6440.4761
WCXY,2013_7,SF,GWRMP,6404.5653
WCXY,2013_8,SF,GWRMP,6393.4415
WCXY,2013_9,SF,GWRMP,6370.707
WCXY,2014_5,SF,GWRMP,6377.9039
WCXY,2014_6,SF,GWRMP,6425.1869
WCXY,2014_7,SF,GWRMP,6505.0547
WCXY,2014_8,SF,GWRMP,6514.3221
WCXY,2014_9,SF,GWRMP,6376.3127
WCXY,2015_5,SF,GWRMP,6405.7796
WCXY,2015_6,SF,GWRMP,6758.7488
WCXY,2015_7,SF,GWRMP,6432.3309
WCXY,2015_8,SF,GWRMP,6435.2052
WCXY,2015_9,SF,GWRMP,6402.3421
WCXY,2016_5,SF,GWRMP,6466.9573
WCXY,2016_6,SF,GWRMP,6565.9752
WCXY,2016_7,SF,GWRMP,6530.8267
WCXY,2016_8,SF,GWRMP,6361.7707
WCXY,2016_9,SF,GWRMP,6539.2014
YCDM,1979_5,SF,GWRMP,6166.1886
YCDM,1979_6,SF,GWRMP,6222.6355
YCDM,1979_7,SF,GWRMP,6203.2636
YCDM,1979_8,SF,GWRMP,6181.913
YCDM,1979_9,SF,GWRMP,6200.3761
YCDM,1980_5,SF,GWRMP,6163.3462
YCDM,1980_6,SF,GWRMP,6247.15
YCDM,1980_7,SF,GWRMP,6248.0926
YCDM,1980_8,SF,GWRMP,6349.3984
YCDM,1980_9,SF,GWRMP,6200.0006
YCDM,1981_5,SF,GWRMP,6174.889
YCDM,1981_6,SF,GWRMP,6237.5497
YCDM,1981_7,SF,GWRMP,6236.1308
YCDM,1981_8,SF,GWRMP,6184.5349
YCDM,1981_9,SF,GWRMP,6168.512
YCDM,1982_5,SF,GWRMP,6164.8855
YCDM,1982_6,SF,GWRMP,6183.4331
YCDM,1982_7,SF,GWRMP,6318.414
YCDM,1982_8,SF,GWRMP,6198.5274
YCDM,1982_9,SF,GWRMP,6156.0242
YCDM,1983_5,SF,GWRMP,6217.416
YCDM,1983_6,SF,GWRMP,6298.2136
YCDM,1983_7,SF,GWRMP,6207.9892
YCDM,1983_8,SF,GWRMP,6162.5295
YCDM,1983_9,SF,GWRMP,6263.5717
YCDM,1984_5,SF,GWRMP,6200.3836
YCDM,1984_6,SF,GWRMP,6258.6915
YCDM,1984_7,SF,GWRMP,6221.4957
YCDM,1984_8,SF,GWRMP,6213.5636
YCDM,1984_9,SF,GWRMP,6211.9513
YCDM,1985_5,SF,GWRMP,6234.8708
YCDM,1985_6,SF,GWRMP,6226.8005
YCDM,1985_7,SF,GWRMP,6276.2997
YCDM,1985_8,SF,GWRMP,6206.7382
YCDM,1985_9,SF,GWRMP,6240.6074
YCDM,1986_5,SF,GWRMP,6167.728
YCDM,1986_6,SF,GWRMP,6309.5282
YCDM,1986_7,SF,GWRMP,6252.2639
YCDM,1986_8,SF,GWRMP,6188.0244
YCDM,1986_9,SF,GWRMP,6182.1944
YCDM,1987_5,SF,GWRMP,6189.521
YCDM,1987_6,SF,GWRMP,6200.4135
YCDM,1987_7,SF,GWRMP,6361.4595
YCDM,1987_8,SF,GWRMP,6266.0451
YCDM,1987_9,SF,GWRMP,6191.4293
YCDM,1988_5,SF,GWRMP,6212.4175
YCDM,1988_6,SF,GWRMP,6199.8856
YCDM,1988_7,SF,GWRMP,6245.5498
YCDM,1988_8,SF,GWRMP,6189.019
YCDM,1988_9,SF,GWRMP,6208.6542
YCDM,1989_5,SF,GWRMP,6183.3392
YCDM,1989_6,SF,GWRMP,6210.8139
YCDM,1989_7,SF,GWRMP,6253.1678
YCDM,1989_8,SF,GWRMP,6249.4108
YCDM,1989_9,SF,GWRMP,6219.4931
YCDM,1990_5,SF,GWRMP,6180.4956
YCDM,1990_6,SF,GWRMP,6218.7126
YCDM,1990_7,SF,GWRMP,6155.8254
YCDM,1990_8,SF,GWRMP,6285.7878
YCDM,1990_9,SF,GWRMP,6246.1786
YCDM,1991_5,SF,GWRMP,6181.6128
YCDM,1991_6,SF,GWRMP,6352.2267
YCDM,1991_7,SF,GWRMP,6329.0849
YCDM,1991_8,SF,GWRMP,6226.7154
YCDM,1991_9,SF,GWRMP,6204.7618
YCDM,1992_5,SF,GWRMP,6164.0862
YCDM,1992_6,SF,GWRMP,6194.9049
YCDM,1992_7,SF,GWRMP,6151.773
YCDM,1992_8,SF,GWRMP,6264.4806
YCDM,1992_9,SF,GWRMP,6190.6843
YCDM,1993_5,SF,GWRMP,6189.0094
YCDM,1993_6,SF,GWRMP,6250.5212
YCDM,1993_7,SF,GWRMP,6251.1356
YCDM,1993_8,SF,GWRMP,6355.9419
YCDM,1993_9,SF,GWRMP,6220.5294
